"V1"	"Sensitivity"	"Specificity"	"Pos.Pred.Value"	"Neg.Pred.Value"	"Precision"	"Recall"	"F1"	"Prevalence"	"Detection.Rate"	"Detection.Prevalence"	"Balanced.Accuracy"	"Accuracy"	"Kappa"	"AccuracyLower"	"AccuracyUpper"	"AccuracyNull"	"AccuracyPValue"	"McnemarPValue"
"Non-PEN"	"0.888888888888889"	"0.740740740740741"	"0.774193548387097"	"0.869565217391304"	"0.774193548387097"	"0.888888888888889"	"0.827586206896552"	"0.5"	"0.444444444444444"	"0.574074074074074"	"0.814814814814815"	"0.814814814814815"	"0.62962962962963"	"0.685703483019792"	"0.907454513293949"	"0.5"	"1.69284297668604e-06"	"0.342781711147911"
