	142.AVI439	127.AVI413	108.AVI355	54.AV791T	97.AVI334	41.AV609	139.AVI434_TA	147.AVI448_2	20.AV567	111.AVI369	145.AVI446_TA	138.AVI434_T	65.AV864	51.AV770TA	90.AVI323_1	43.AV611	21.AV568	57.AV794TA	28.AV584	68.AV967	50.AV770T	30.AV587	114.AVI376_T	47.AV650TA	136.AVI429_2	70.AV971	132.AVI422_TA	104.AVI352_2	31.AV588	38.AV604T	96.AVI333	15.AV542	124.AVI406_T	14.AV541	40.AV608	102.AVI349	44.AV612T	60.AV814	19.AV555TA	17.AV551T	101.AVI340	36.AV597	73.AV996	106.AVI354_1	23.AV571	107.AVI354_2	92.AVI327	95.AVI332	143.AVI440	119.AVI403	115.AVI376_TA	63.AV833T	134.AVI427_2	39.AV604TA	22.AV570	113.AVI372_TA	135.AVI429_1	59.AV803	61.AV816	100.AVI339	34.AV591	99.AVI338	66.AV865	62.AV817	58.AV802	133.AVI427_1	24.AV572	12.AV521	42.AV610	131.AVI422_T	137.AVI433	121.AVI408	72.AV974	105.AVI353	91.AVI323_2	146.AVI448_1	112.AVI372_T	48.AV717T	120.AVI404_T	27.AV583	130.AVI420_TA	53.AV782.2TA	116.AVI383	55.AV791TA	109.AVI362_T	46.AV650T	26.AV580	33.AV590	64.AV863	37.AV598	98.AVI335	35.AV596	56.AV794T	18.AV555T	128.AVI414	45.AV612TA	69.AV968	25.AV579	140.AVI436	49.AV718T	141.AVI438	103.AVI352_1	52.AV782.2T	29.AV586	110.AVI362_TA	67.AV866	125.AVI409_T	117.AVI390_1	148.AVI470	118.AVI390_2	129.AVI420_T	149.AVI471_T	94.AVI328	32.AV589	13.AV527	144.AVI446_T	16.AV543	71.AV972
OTU_622	4.566214509756	237.133843288019	282.924899557021	0	0	0.17584017267776	33.7618950852034	33.9531524682853	0	55.9879458904415	1.04391879307134	18.1851868426941	0	0.246512200700199	7.16170535257935	0	0.260775701630313	0	0	0	0	0	6.89510374805216	0.208047512991834	499.915399077081	0	95.7130151744373	447.553035220169	0	0	39.5661788100541	0	37.4199533353948	0	0	0	0	0	0.970516934869439	0	59.4199003704177	0	0.448929898756888	234.713846763802	0	90.8292756463405	2.31745581703053	36.9889249628304	0.6634783843932	0	2.13185921493052	0	19.7362040344082	0	0	201.360784855603	107.990932903486	0.903213330325201	0	3.49740415335463	0	0	0	0	0	33	0	0	0	59.828044638525	241.70780141844	38.0036432821924	0	9.04279020174528	4.52085784778895	60.1705078201946	138.128048147764	0	1.06393318147304	0	15.5	0	24.5709096602474	0	2.20835303388495	0	0	0.344571498831919	0	0	22.709886547812	0	0	0	32.7548242196452	0	0	0	13.5402298850575	0	5.72151898734177	387.816502291985	0.385114335971856	0	0	0	47.394018514123	579.648074972899	71.7940580967729	234.123400440134	12.6968209620177	7.22671594962823	725.13071157203	0	0	1.40747734897643	0	0
OTU_3570	4.566214509756	241.57663192105	247.559287112393	0	0	0	26.0332684994339	29.2929158549912	0	56.3007277110585	1.565878189607	17.5581114343254	0	0	4.9391071397099	0	0	0	0	0	0	0	6.32051176904781	0	420.88685694753	0	95.7130151744373	396.814402350289	0	0	31.2071269487751	0	31.1176454052231	0	0	0.757262139595212	0	0	0	0	66.9368757184826	0	0	228.232596557307	0	100.862742142157	1.65532558359323	32.3121643353461	0	0.528057282833993	5.68495790648139	0	14.0972885960058	0	0	202.006171986551	110.814225266976	0	0	6.99480830670927	0	0	0	0	0	37	0	0	0	50.7631893902636	214.139007092199	47.6463587418532	0	5.11114228794298	6.11645473524388	56.3063467675216	132.312130331016	0	0	0	11.5	0	31.1524033192422	0	0.73611767796165	0	0	0	0	0	20.2642064580476	0	0	0	37.2505844066554	0	0	0	15.6781609195402	0	5.00632911392405	377.597999722184	0	0	0	0	39.0792784239259	542.409483512257	54.4245279120697	205.000733556117	13.7548893755191	7.82894227876391	756.423554779751	0	0	1.12598187918115	0	0
OTU_1	1240.86879302619	627.5438944156	547.44524569898	391.84188074699	1465.47843430566	102.86650101649	147.250674949923	1075.84890958331	197.412475387586	397.545694004197	923.346172471596	166.802058626091	288.914325082427	397.37766752872	1429.87151694602	164.307608399236	273.553711010199	253.985035304036	316.700297132174	460.432196969697	347.286713286713	299.560167130919	925.667678176003	90.084573125464	269.415484532559	68.4497083011176	458.00926053271	599.768933829809	188.176760248129	293.689925025995	714.9775692014	189.674269878491	555.390886346386	520.483819256587	122.391287303376	1609.18204663982	37.426977767303	238.752145038538	243.923256297186	231.915952576593	1192.69342189296	231.239631762062	88.439190055107	104.162949747249	189.544811802689	340.609783673777	1839.72885360552	1463.40091634554	422.635730858469	2055.1989447899	633.162186834365	243.146862758573	429.262437748378	353.436385524039	718.401460280374	319.466629818986	235.039089260528	230.771005898089	316.658248116744	1206.60443290735	287.177398160315	622.195775280899	212.463434332908	589.139837069952	340.887982540875	499	197.589368684407	251.91806594059	213.207182143086	579.244250363901	1027.7390070922	778.79107800672	176.068676653711	2032.26880664441	447.033061301955	1649.44474648387	223.185846217703	3.36605755833507	1430.45816249051	99.9823065995092	1501.5	375.356600666693	1368.07314858306	341.649179750895	1730.61266088784	98.8316831683168	203.375029296548	483.433812861183	265.900977489095	249.92032468226	1054.78688442838	170.333771660676	246.025927772633	190.283561870147	687.209057157263	76.0691707889662	286.509843666861	127.942698293529	1000.90804597701	197.752338382584	634.373417721519	434.529656896791	335.049472295515	213.110266159696	2046.06881808839	248.029528496587	151.328269641586	545.839353778368	484.030907813727	884.529627516505	1331.5790983916	1.20445265827137	644.920320361433	317.24962920362	281.301515151515	1113.87757397995	298.281912927785	192.395552830138
OTU_4	154.109739704265	111.625064404899	311.433913670547	59.5068347710683	533.324690434638	182.522099239515	426.29477167823	108.51693828099	12.3215384909484	84.1383097459708	385.727994039858	610.144372342806	11.0325279267753	205.837687584666	804.333597701757	153.19166026229	87.0990843445247	18.6058804932027	19.1797816579308	125.170328282828	129.202797202797	48.7883008356546	555.630443697203	8.73799554565702	123.931122884977	0	49.4624306606152	187.158542001161	253.142546524269	180.584797241832	299.254056633789	95.2851843956512	497.488432237933	57.9095281033965	46.6906453667859	677.749614937714	57.6081912692801	55.0182752435891	279.508877242398	41.6681144109246	370.837450504534	163.507127682503	53.8715878508266	67.5901807248819	91.3365482855858	549.728348533956	830.311312730366	263.174075310253	85.5887115867229	89.2416807989448	648.085201338878	216.665521270016	134.629106091856	202.415469114438	56.8828271028037	56.7940675233752	136.929679629256	61.8701131272762	35.1842497907493	154.93500399361	25.8370565045992	398.633528089888	83.598155433395	191.977512960345	171.947908840471	124	44.1616791760081	109.970425070041	159.530549789201	116.483389940159	98.7347517730497	60.4087762619925	129.01128259311	281.112825836864	241.466995634845	165.054879249892	63.9750959842275	16.1570762800083	234.597266514806	32.5734211545912	57.5	108.048676653681	260.188382652262	73.4258060731674	560.921670606777	6.44554455445545	22.7536076606288	138.1731710316	41.0451173305314	25.4409911353199	131.018576237377	155.183892931241	21.9576892941093	342.14002973732	229.926020992804	69.3139934602163	170.059746117009	10.8040500781202	332.448275862069	9.2787020941975	167.354430379747	144.032226698153	150.579705364996	69.5145391997103	487.323823227133	26.6937609144309	63.1920246854973	183.253068503689	59.0564026279906	375.739506072215	99.4584308691384	71.6649331671466	491.333607146524	85.2502345854648	66.8754545454545	530.337465094321	40.7375760711558	48.9394513024235
OTU_3174	59.9315654405475	54.9795093337561	138.57546100752	25.7685846999716	228.817252555472	81.7656802951585	205.825529073649	53.9255950966884	4.82147158341458	40.9744185008259	201.476327062768	300.369120608637	6.20579695881108	97.3723192765785	397.351169389661	66.6956888216774	48.243504801608	8.26928021920118	6.08139418422195	59.2679292929293	54.1958041958042	19.5153203342618	260.290166488969	4.16095025983667	52.6856947530337	0	24.4100307156283	68.4492877395552	105.737417663235	90.4841022273299	134.30209990455	47.1945427414197	237.124335872712	34.3947500250476	20.942127701279	297.604020860918	26.7859742844424	28.1883755877648	139.754438621199	26.3167038384787	149.265653340146	61.2612457280089	25.5890042291426	27.3138401559454	45.525113408803	257.701665787292	346.294112087704	133.500257911824	27.8660921445144	39.6042962125495	268.614261081246	115.554944677342	52.1599678052216	96.990745617335	31.3060163551402	36.7870664640044	54.3483779971791	27.5480065749186	14.7875832453874	81.4895167731629	8.61235216819974	191.444853932584	45.2671234661178	101.884871743082	89.7337483453186	60	15.934626506807	59.7947937733083	72.2685385323261	45.7775190037199	33.3390070921986	28.3609278225317	53.9309460020377	131.317040320997	127.381818181818	89.9797502265296	36.3494863546747	6.05890360500312	89.9023538344723	19.0011623401782	23.5	52.6174545162456	95.6510411773916	29.3155270516004	218.62695035461	2.45544554455446	10.7903706431848	55.476011311939	22.3071289839845	9.47801630531525	61.1420022441092	79.0250431021887	9.48172946791082	162.504939699323	112.394004675253	35.5381068164668	69.9410646869537	5.68634214637908	139.67816091954	4.05943216621141	61.5063291139241	70.5563272676761	65.8545514511873	35.5183776932826	222.348694758479	15.571360533418	41.573700450985	65.1675350561248	30.1071856534854	162.744314940093	42.8517707468096	34.9291270898698	237.393982955129	33.9304416260556	38.2145454545455	241.523113084356	25.5472934683519	20.9206814727917
OTU_1396	4.566214509756	231.025008917601	168.527969506542	1.59393307422505	0.58223219479764	6.68192656175489	2.44061892182193	77.2267781631586	0.267859532411921	0.625563641233984	60.0253306016018	0.627075408368763	0.689532995423454	1.72558540490139	0	13.8949351711828	0	0	1.40339865789737	96.4209595959596	1.73426573426573	4.39094707520891	7.46969572705651	2.08047512991834	134.707742266279	0.492443944612357	413.685783706964	66.0559560004099	2.24019952676345	3.83407212827669	17.2753738466433	20.6102749946706	20.4825007730582	2.10580102194169	11.6726613416965	0.757262139595212	2.56851808206981	8.49047457462795	0.32350564495648	0	21.1191212159918	0.862834446873364	8.52966807638088	102.311163973965	121.972945359434	51.7515640310545	11.9183442018713	43.3663258184908	74.9730574364316	30.0992651215376	23.4504513642357	18.2961995739124	30.3091704814125	7.11616883605447	7.97996495327103	25.8154852378978	82.5813016320774	3.6128533213008	8.15866661814477	3.49740415335463	10.0972404730618	0	1.09517234192221	3.7735137682623	6.01567028013309	10	19.1215518081684	0	5.69751963532861	326.334788937409	525.089361702128	231.425171031858	1.05746952945172	0.786329582760459	0	32.5693574439586	47.9813219881706	1.34642302333403	4.7876993166287	8.59576391579491	32.5	1.68826057271376	326.880851730077	1.09590755333086	0.73611767796165	1.84158415841584	5.16061204674055	72.3600147547031	2.23071289839845	42.4016518921998	10.1321032290238	6.96075509190263	0	0	493.24911766054	8.51739750146726	60.3552334862037	38.9514437026967	362.022988505747	0	6.43670886075949	82.7212112793444	1.15534300791557	57.3368097048705	0.576032887975334	3.33672011430386	19.9553762164728	107.305941182642	1.73695301847031	62.2425625560355	31.7420524050442	0	643.841256802546	1.69652208130278	10.2613131313131	42.224320469293	72.1538423633183	0
OTU_1280	5.1369913234755	202.70223138203	158.062635211703	2.39089961133757	0.58223219479764	7.20944707978817	2.44061892182193	56.5885874471421	0.535719064823842	0.938345461850975	65.7668839634941	0	0	0.986048802800795	0	7.29484096487096	0.521551403260627	0	1.87119821052983	96.4209595959596	2.16783216783217	3.90306406685237	12.6410235380956	0.416095025983667	116.14800888737	0	383.494429927108	59.3546271308031	2.68823943211613	4.60088655393203	17.8326439707286	24.1946706459177	18.9069237905153	0.701933673980563	11.3293477728231	1.13589320939282	4.77010500955823	10.1885694895535	1.29402257982592	0	22.9088772512454	0.431417223436682	3.59143919005511	96.2928602107906	127.699374719032	49.1111781111027	9.26982326812211	35.7134447916983	80.9443628959705	33.2676088185415	12.7911552895831	19.2591574462236	22.5556617536093	9.4882251147393	7.77535046728972	21.9431624522132	70.5823090872456	1.8064266606504	5.09916663634048	3.8471445686901	9.50328515111695	0	2.19034468384441	2.83013532619673	5.51436442345533	25	15.934626506807	0	8.99608363472939	338.572343522562	480.851063829787	208.736428773833	2.6436738236293	1.96582395690115	0.265932814575821	34.7774494740574	50.1622911694511	0.897615348889352	6.38359908883827	12.2150329329717	36.5	1.68826057271376	300.116110850164	0.547953776665428	0.73611767796165	3.37623762376238	2.34573274851843	70.6371572605435	2.67685547807814	37.4132222578233	9.0839546191248	6.55129891002601	0	0	441.22674978228	5.87406724239121	53.9646793523703	41.7946147758862	339.574712643678	0	10.7278481012658	83.2078066398111	1.92557167985928	51.755350353069	0	1.11224003810129	21.6183242345122	95.5463859845438	1.73695301847031	66.2397913440378	17.4581288227743	0	590.607454564124	4.24130520325695	6.01525252525253	32.6534744962533	60.4158967156971	0
OTU_3	510.845248278952	477.044429471682	168.527969506542	267.515100957437	867.525970248483	78.2488768416033	37.0160536476326	307.575616477408	91.8758196172889	167.651055850708	199.388489476625	86.5364063548892	226.166822498893	285.954152812231	125.206365991646	127.486030195602	88.9245142559369	275.544230161239	160.455246552933	429.913636363636	218.517482517483	116.116155988858	121.238907569917	169.974818114328	49.6921893693386	93.5643494763478	184.359968825929	150.779899566153	54.2128285476754	84.7329940349149	409.036271078587	31.3634619484119	340.324628229275	79.3185051598036	79.3054344097614	939.38368416786	21.6489381203027	154.866256241214	185.368734560063	77.8535821888328	673.306220462383	103.108716401367	150.391516083558	41.2022334555787	30.6363970738485	208.062410492199	986.574047821567	736.802378857299	291.267010748615	1951.1716600716	70.3513540927072	103.999450209608	185.379345037477	105.161161688361	123.996378504673	65.184100225692	63.5240781785211	60.966899796951	194.788165508206	432.279153354633	76.0262812089356	47.8612134831461	145.292864028346	185.845553086918	68.6789023648528	230	55.5435552522988	95.4116926730616	154.132899608363	317.723176451561	294.28085106383	478.732461644335	244.275461303347	648.328740985998	75.7908521541089	410.153094590868	95.9626439763412	66.8723434922567	486.749430523918	48.4077231047398	518.5	267.307924013013	483.520400814154	246.853176387775	100.848121880746	136.891089108911	111.187732279774	67.1914422722243	153.026904830133	159.130905336609	362.659419025059	38.8983372782794	230.555737588147	95.8362464893441	152.213594903057	24.6710824180431	274.083766184407	63.1183978248077	866.574712643678	100.905885274398	352.588607594937	127.487984442284	252.249890061566	94.3774035850082	119.238807810894	185.187966343864	130.541419416093	132.294995978599	752.679641337135	162.173282256093	805.190062674621	19.2712425323419	317.964062018688	85.2502345854648	39.629898989899	330.194186069872	42.8089782442654	209.953981923374
OTU_6	81.6210843618885	279.340335301811	15.1566910476975	18.5958858659589	123.4332252971	350.449464146776	4.06769820303655	198.392930108804	182.412341572518	100.402964418054	132.055727323524	17.5581114343254	135.83800009842	14.2977076406115	0	340.773285073258	184.889972455892	7.6786173464011	164.197642973993	24.7686868686869	13.006993006993	57.0823119777159	180.996473386369	224.067171492205	101.180481968894	21.1750896183313	605.111814055838	886.490076179414	172.943403466138	6.13451540524271	174.425548838689	175.037987635899	46.8734152306525	231.287145576596	121.876316950066	179.092496014268	42.5640139314426	125.319404721509	1.94103386973888	9.32049927612787	312.491403755269	190.686412759014	18.4061258490324	537.480820695807	292.047897339491	309.981307002337	652.529345052453	15.305762053585	138.666982338179	302.576823063878	175.523075362613	168.999106590612	128.285326223653	11.0695959671958	137.705549065421	41.3047763806365	45.1726778158372	150.385019499146	209.575748753594	236.074780351438	2.37582128777924	17.0033258426966	10.5866659719147	31.131488588164	184.981861114093	107	254.954024108913	142.987550327476	343.650394846663	396.134174349022	126.303546099291	276.235436991459	41.7700464133429	2.35898874828138	1.86152970203075	212.528857897018	78.5148905260973	91.1079579122692	129.799848139711	231.180808472168	251	44.7389051769147	379.532801002035	11.7810061983067	336.405778828474	201.039603960396	236.449861050658	158.502889462683	257.424268475181	192.054540923493	538.399002618127	274.745098039216	5.48942232352732	1.85190814472163	1463.04881514415	119.243565020542	31.9527706691666	432.446320232129	194.551724137931	1.73975664266203	134.455696202532	772.226837060703	52.7606640281442	152.221618685497	318.54618705036	195.754246705826	0	172.963457705354	85.6896822445353	169.596707148097	130.671449067432	0	370.478488551186	357.966159154887	107.920707070707	46.7282479860176	281.36546184739	1.12075079318527
OTU_23	13.1278667155485	71.0846181284927	7.57834552384877	21.5180965020381	4.07562536358348	159.135356273373	89.8961302871077	2.66299235045375	105.804515302709	34.0932184472521	3.13175637921401	22.5747147012755	0	312.330958287152	10.8660357073618	282.067183975011	147.077495719497	2.65798292760038	0	0.44229797979798	340.34965034965	20.0032033426184	31.0279668662347	215.329175946548	43.1064775252094	0.492443944612357	0	239.811840262358	75.2707040992518	152.212663492585	43.467069678651	31.6621615860158	11.4229331234363	302.533413485623	0.686627137746852	31.0477477234037	391.148610783775	42.1127538901546	439.320665850899	10.9652932660328	12.8862434538255	286.02961913852	0.448929898756888	39.3504476822942	278.018145408476	51.2234868470641	129.777525753709	32.7373243923901	44.4530517543444	0	24.1610711025459	406.849701051474	72.6010362694301	174.214355578963	8.18457943925234	0	60.7007858150312	55.5476198149998	0	7.34454872204473	19.0065703022339	800.415820224719	0	0	308.804407713499	37	363.764759398252	218.12100859046	266.883814496972	0	1.2822695035461	0.283609278225317	1.05746952945172	7.86329582760459	31.3800721199469	0	0	137.335148380071	0.531966590736522	0.452408627147101	0	444.575284147958	74.1514952246751	16.9865670766283	0.73611767796165	186.920792079208	35.4205645026283	251.537194147301	0	96.7755349069031	22.709886547812	187.940387481371	1.99615357219175	366.214835618701	192.675436586148	775.67057935776	1.77515392606481	0.284317107318954	2.49425287356322	73.6496978726927	64.3670886075949	237.458535907765	406.295624450308	267.402643490856	0	0	0	2.93988879952443	1.15796867898021	3.99722878800228	0	177.054540765892	285.232467399117	85.2502345854648	50.2450505050505	0.281495469795287	155.009929287703	67.2450475911163
